Entity,Code,Year,Greenhouse gas emissions from agriculture,Greenhouse gas emissions from land use change and forestry,Greenhouse gas emissions from waste,Greenhouse gas emissions from buildings,Greenhouse gas emissions from industry,Greenhouse gas emissions from manufacturing and construction,Greenhouse gas emissions from transport,Greenhouse gas emissions from electricity and heat,Fugitive emissions of greenhouse gases from energy production,Greenhouse gas emissions from other fuel combustion,Greenhouse gas emissions from bunker fuels
Ukraine,UKR,1993,77660000,-39050000,12030000,56750000,10280000,133130010,36290000,260950020,13520000,9880000,940000
Ukraine,UKR,1994,74320000,-39070000,11840000,54360000,8180000.5,97510000,33009998,221070000,12460000,8090000,580000
Ukraine,UKR,1995,68280000,-38970000,11760000,55200000,6040000,98380000,34110000,204750000,12160000,6670000,480000
Ukraine,UKR,1996,60680000,-39110000,11680000,57820000,5010000,87380000,30850000,165450000,12830000,5000000,890000
Ukraine,UKR,1997,55380000,-39140000,11630000,49150000,5490000,83570000,36780000,153630000,11980000,5270000,870000
Ukraine,UKR,1998,47870000,-39110000,11630000,43160000,5440000,79150000,34380000,147610000,11110000,4650000,660000
Ukraine,UKR,1999,44450000,-39260000,11590000,46320000,5280000,81170000,28750000,145350000,11620000,3840000,890000
Ukraine,UKR,2000,41850000,-39360000,11650000,44330000,5370000,80940000,27550000,140560000,11320000,3900000,790000
Ukraine,UKR,2001,39550000,-14870000,11760000,43050000,5560000,88320000,29150000,135900000,11430000,3780000,760000
Ukraine,UKR,2002,40110000,-14920000,11860000,44260000,6340000,88920000,30420000,135700000,11440000,4060000,910000
Ukraine,UKR,2003,38620000,-15020000,11910000,41680000,7330000,98020000,29850000,154840000,11460000,4220000,1120000
Ukraine,UKR,2004,35480000,-15260000,12090000,42240000,7820000,96570000,31900000,128910000,11850000,5150000,1130000
Ukraine,UKR,2005,33259998,-15190000,12220000,38400000,8740000,75450000,31340000,138980000,12110000,8359999.5,1130000
Ukraine,UKR,2006,32509998,-15300000,12370000,44130000,9600000,82020000,30990000,138730000,11260000,4660000,1010000
Ukraine,UKR,2007,32060002,-15380000,12600000,39160000,11290000,84100000,40830000,140010000,11200000,4210000,860000
Ukraine,UKR,2008,32730000,-15480000,12570000,38940000,11050000,75750000,40800000,137300000,10910000,4430000,800000
Ukraine,UKR,2009,30130000,-15420000,12670000,35590000,6160000,56340000,34190000,120740000,9570000,4150000,730000
Ukraine,UKR,2010,30270000,-15470000,12820000,37500000,7240000,61470000,34680000,130070010,10770000,4330000,830000
Ukraine,UKR,2011,31460000,-5200000,13040000,38780000,9140000,65309996,34430000,138250000,9820000,4820000,740000
Ukraine,UKR,2012,30820000,-5160000,13200000,37890000,8350000.5,60660000,31990000,140790000,9450000,4660000,920000
Ukraine,UKR,2013,32890000,-5110000,13490000,37380000,8450000,57080000,32060002,137250000,9720000,4870000,380000
Ukraine,UKR,2014,32210000,-5000000,13790000,31870000,8340000,55710000,27520000,116360000,8770000,4430000,390000
Ukraine,UKR,2015,30360000,-4960000,14080000,24280000,8300000,41890000,23590000,94930000,7860000,4360000,370000
Ukraine,UKR,2016,31190000,-3120000,14210000,26310000,8790000,37750000,24840000,105730000,7830000,4870000,480000
Ukraine,UKR,2017,31780000,-3130000,14330000,25020000,8840000,31500000,25920000,86620000,7550000,3910000,780000
Ukraine,UKR,2018,31840000,-3060000,14460000,26940000,9160000,35720000,25650000,91320000,7960000,3950000,930000
Ukraine,UKR,2019,32020000,-3000000,14580000,22060000,9520000,35470000,27210000,83430000,7660000,4139999.8,380000
Ukraine,UKR,2020,32340000,-2900000,14710000,21250000,9740000,35280000,22180000,81070000,7310000,3450000,100000
United Arab Emirates,ARE,1990,540000,0,2150000,310000,2430000,26680000,11540000,13630000,21320000,0,29360000
United Arab Emirates,ARE,1991,600000,0,2310000,290000,2500000,33390000,11880000,13900000,22180000,0,40360000
United Arab Emirates,ARE,1992,670000,0,2460000,270000,2620000,29620000,12070000,14900000,22400000,10000,40220000
United Arab Emirates,ARE,1993,710000,0,2610000,259999.98,2690000,29630000,12880000,17160000,23260000,10000,41050000
United Arab Emirates,ARE,1994,780000,0,2770000,290000,3100000,34000000,12760000,18850000,25360000,0,44220000
United Arab Emirates,ARE,1995,830000,0,2820000,290000,3450000,36110000,13410000,20170000,25810000,0,44120000
United Arab Emirates,ARE,1996,890000,0,2880000,250000,3530000,37760000,13580000,21500000,26930000,0,43480000
United Arab Emirates,ARE,1997,930000,0,2940000,259999.98,3290000,39960000,13510000,23240000,26520000,0,44170000
United Arab Emirates,ARE,1998,980000,0,3000000,259999.98,4050000.2,39410000,13500000,25560000,26040000,0,43970000
United Arab Emirates,ARE,1999,1050000,0,3060000,270000,4100000,38700000,13890000,28170000,24880000,0,42140000
United Arab Emirates,ARE,2000,1080000,0,3110000,320000,3770000,33720000,15210000,31020000,26470000,0,40040000
United Arab Emirates,ARE,2001,1130000,0,4210000,470000,3750000,41650000,16690001,34390000,26330000,0,37780000
United Arab Emirates,ARE,2002,1230000,0,5310000,120000,4060000,37860000,19240000,38010000,24570000,0,35660000
United Arab Emirates,ARE,2003,1300000,0,6410000,120000,4400000,35980000,21390000,42010000,27080000,0,40250000
United Arab Emirates,ARE,2004,1300000,0,7510000,129999.99,4720000,33940000,21590000,50080000,27550000,0,45520000
United Arab Emirates,ARE,2005,1430000,0,8610000,129999.99,5020000,34990000,23310000,53470000,29160000,10000,47090000
United Arab Emirates,ARE,2006,1480000,0,9480000,129999.99,6180000,34140000,24510000,57070000,30500000,10000,51610000
United Arab Emirates,ARE,2007,1540000,0,10350000,170000,7440000,42510000,25180000,57140000,29970000,10000,56540000
United Arab Emirates,ARE,2008,1630000,0,11220000,300000,9530000,51930000,26800000,68340000,30380000,10000,59270000
United Arab Emirates,ARE,2009,1810000,0,12090000,490000,8580000,60020000,29550000,59420000,28020000,10000,51420000
United Arab Emirates,ARE,2010,1650000,0,12960000,550000,8260000,63230000,30840000,60970000,29170000,10000,54620000
United Arab Emirates,ARE,2011,1650000,0,13920000,680000,7610000,66379996,30870000,62240000,31710000,10000,57910000
United Arab Emirates,ARE,2012,1630000,0,14880000,550000,7310000,73080000,31580000,64449996,32919998,10000,60080000
United Arab Emirates,ARE,2013,1780000,0,15840000,880000,7700000,77040000,35630000,64739996,34760000,10000,60930000
United Arab Emirates,ARE,2014,1880000,0,16800000,880000,9540000,73540000,36570000,67910000,33860000,10000,65239996
United Arab Emirates,ARE,2015,1960000,0,17760000,970000,9680000,82300000,31760000,72420000,36150000,10000,75720000
United Arab Emirates,ARE,2016,1990000,0,18630000,1020000,8540000,84750000,35620000,72680000,37160000,10000,79430000
United Arab Emirates,ARE,2017,2030000,0,19500000,1010000,8830000,71320000,38750000,74210000,35590000,10000,76870000
United Arab Emirates,ARE,2018,2040000,0,20370000,810000,8870000,54500000,38780000,73280000,35690000,10000,75580000
United Arab Emirates,ARE,2019,2060000,0,21240000,570000,8600000,69310000,36820000,72430000,37630000,10000,75700000
United Arab Emirates,ARE,2020,2079999.9,0,22120000,540000,8290000,75020000,31590000,74750000,35520000,10000,66059996
United Kingdom,GBR,1990,65089996,11950000,65440004,97190000,49390000,77200000,118380000,249000000,13770000,14050000,27210000
United Kingdom,GBR,1991,63570000,11950000,66040000,105630000,48620000,79240000,117750000,247300000,13500000,16730000,25860000
United Kingdom,GBR,1992,62740000,11950000,66230004,102780000,43680000,70830000,119250000,246770000,14080000,14230000,27480000
United Kingdom,GBR,1993,62500000,11950000,66769996,105200000,40760000,71820000,120420000,225330000,15330000,14180000,28550000
United Kingdom,GBR,1994,63330000,11940000,67290000,106810000,42680000,72820000,120750000,219460000,17390000,9390000,28530000
United Kingdom,GBR,1995,62700000,11930000,68310000,102530000,42490000,69440000,119640000,216880000,19230000,10960000,30100000
United Kingdom,GBR,1996,63600000,11850000,68600000,113670000,43790000,68280000,124250000,224130000,18460000,9210000,31870000
United Kingdom,GBR,1997,62350000,11540000,68510000,105300000,47040000,67089996,125330000,211710000,18750000,7950000,33840000
United Kingdom,GBR,1998,61920000,11540000,67420000,106940000,44400000,63730000,124530000,216770000,18210000,7940000,36650000
United Kingdom,GBR,1999,61350000,11500000,64710000,103060000,26140000,62640000,128200000,215790000,18580000,7710000,36330000
United Kingdom,GBR,2000,58930000,11430000,62340000,102820000,25040000,62500000,126340000,226360000,18180000,7850000,38080000
United Kingdom,GBR,2001,55920000,12990000,60200000,106070000,24460000,66140000,125250000,235410000,17670000,7780000,37960000
United Kingdom,GBR,2002,55200000,12950000,58960000,101470000,23100000,61680000,126540000,230860000,16980000,5910000,36720000
United Kingdom,GBR,2003,54780000,12910000,55170000,101760000,24340000,61320000,127910000,242300000,16500000,5410000,36950000
United Kingdom,GBR,2004,54740000,12870000,50900000,104810000,24250000,58310000,129330000,240210000,15710000,5910000,40400000
United Kingdom,GBR,2005,54140000,12860000,48220000,100370000,24550000,55250000,130530000,244110000,14310000,6490000,42800000
United Kingdom,GBR,2006,53160000,12860000,45060000,96100000,24640000,54520000,132179990,249570000,13340000,5660000,44140000
United Kingdom,GBR,2007,52140000,12850000,41820000,91880000,25720000,53580000,132920000,243160000,12330000,5300000,44120000
United Kingdom,GBR,2008,51650000,12840000,37240000,96580000,24880000,52300000,126050000,232800000,11550000,5190000,46530000
United Kingdom,GBR,2009,50270000,12830000,33180000,91690000,22430000,43260000,121550000,204790000,11190000,3580000,44020000
United Kingdom,GBR,2010,50660000,12840000,28450000,102550000,23520000,45040000,120040000,210050000,10220000,4030000.2,41240000
United Kingdom,GBR,2011,50470000,14480000,26250000,82900000,21310000,40320000,118510000,198250000,9110000,3980000,43580000
United Kingdom,GBR,2012,50260000,14480000,24630000,91090000,21070000,40350000,117940000,212570000,8660000,4380000,41100000
United Kingdom,GBR,2013,50480000,14490000,20930000,92440000,21590000,41060000,117180000,196820000,8440000,4380000,41010000
United Kingdom,GBR,2014,51560000,14480000,18380000,78290000,22050000,40740000,118700000,171730000,8260000,4030000.2,41070000
United Kingdom,GBR,2015,51680000,14480000,17300000,82180000,22070000,39350000,121860000,151180000,8670000,4220000,40660000
United Kingdom,GBR,2016,51820000,12830000,18160000,87350000,21520000,33300000,124700000,128050000,9060000,6210000,41160000
United Kingdom,GBR,2017,52280000,12830000,17780000,84990000,20260000,33750000,125160000,114360000,9000000,6170000,42270000
United Kingdom,GBR,2018,51570000,12810000,17390000,87040000,19100000,33430000,123680000,108700000,8870000,5740000,43180000
United Kingdom,GBR,2019,51500000,12810000,17010000,84400000,18070000,31880000,121720000,100380000,8600000,5770000,42790000
United Kingdom,GBR,2020,50030000,12800000,16629999,84600000,16400000,29930000,97040000,89600000,8290000,5800000,20340000
United States,USA,1990,356320000,-406800000,199340000,547890000,164710000,606900030,1468599900,2171629800,271090000,69050000,132080000
United States,USA,1991,357429980,-406800000,201900000,557710000,154310000,569290000,1440670100,2191740000,270149980,67180000,138410000
United States,USA,1992,364950000,-406800000,202080000,567600000,157310000,520000000,1472860000,2289280000,270070000,50520000,145370000
United States,USA,1993,366090000,-406940000,200220000,593340000,160570000,534520030,1497040000,2348060200,260910000,45250000,133740010
United States,USA,1994,376020000,-407090000,200520000,583450000,165510000,536950000,1551220000,2373440000,267390020,46020000,131410000
United States,USA,1995,374320000,-406869980,195750000,588150000,187540000,488950000,1583180000,2436260000,268549980,46060000,139200000
United States,USA,1996,378860000,-405709980,192390000,624580030,197280000,488029980,1623420000,2517460000,269740000,47200000,135900000
United States,USA,1997,377520000,-407420000,183260000,607080000,198510000,509029980,1648880000,2756790000,272070000,47670000,127930000
United States,USA,1998,375820000,-405840000,173820000,555620000,209710000,515150000,1688190000,2814450000,270390000,43800000,127680000
United States,USA,1999,373260000,-405290020,167630000,573860000,206140000,503350000,1735150100,2782060000,264680000,41670000,141820000
United States,USA,2000,367580000,-405090000,164690000,605789950,208700000,571300000,1767780000,2814150000,265890020,44780000,148920000
United States,USA,2001,365560000,-391029980,159810000,587640000,192090000,543770050,1770170000,2825560000,266859980,47940000,115360000
United States,USA,2002,364980000,-390080000,157990000,588010000,202070000,494170020,1792970000,2692120000,262700020,50750000,140130000
United States,USA,2003,371580000,-390330000,160860000,612110000,191490000,488960000,1818939900,2720100000,260620000,45490000,124230000
United States,USA,2004,370050000,-390400000,158530000,596640000,199030000,515450020,1842000000,2754540000,260239980,56520000,142560000
United States,USA,2005,369670000,-390730020,156440000,578880000,204420000,481140000,1861920000,2803760000,261190000,55470000,152930000
United States,USA,2006,376120000,-390610000,154350000,523429980,208390000,500010020,1861329900,2734980000,264650000,60510000,159800000
United States,USA,2007,376380000,-390200000,152340000,555320000,221720000,489980000,1862030100,2801710000,272140000,56240000,169670000
United States,USA,2008,371900000,-389750000,150220000,562810000,208910000,478520000,1761590000,2731600100,281510000,53980000,155530000
United States,USA,2009,373120000,-390760000,147450000,557739970,190550000,410850020,1674020000,2499980000,279970020,50460000,142470000
United States,USA,2010,375540000,-390940000,148270000,552170000,204590000,469900000,1733120000,2620930000,297600000,52110000,150210000
United States,USA,2011,374640000,-407570020,139230000,529050000,217000000,439100000,1686209900,2499530000,321500000,48700000,147010000
United States,USA,2012,370460000,-407780000,140310000,466350000,210150000,441920000,1650090000,2370169900,340410020,46710000,120510000
United States,USA,2013,368610000,-407780000,136430000,535270000,209350000,438240000,1701510000,2388770000,348470000,50770000,119430000
United States,USA,2014,368090000,-407790000,136100000,552640000,219360000,440620000,1694600000,2386490000,377580000,48780000,120070000
United States,USA,2015,368770000,-406930000,135200000,518710000,221220000,437190000,1756630000,2243240000,382360000,48740000,125640000
United States,USA,2016,379460000,-220240000,131030000,501940000,222020000,442309980,1768760000,2154189800,356680000,46850000,138120000
United States,USA,2017,378280000,-219050000,132130010,503029980,227960000,432700000,1781510000,2072960000,373240000,46030000,149620000
United States,USA,2018,382549980,-219130000,133240010,556970000,231670000,457690020,1820880000,2105010000,419720000,46910000,140920000
United States,USA,2019,380180000,-220260000,134350000,557570000,238670000,442600000,1815660000,1965560000,465250000,39900000,150170000
United States,USA,2020,382010020,-216050000,135450000,517210020,243520000,441120000,1558320000,1771120000,419500000,36940000,97070000
Upper-middle-income countries,,1990,1859899900,938509950,463720000,970669950,253099980,1460409900,881480000,2813689900,1074970000,356780000,88799990
Upper-middle-income countries,,1991,1860760000,938509950,471870000,947709950,270000000,1457430000,888100000,2915119900,1040090100,349760000,82930000
Upper-middle-income countries,,1992,1838410000,938299900,477700000,851020000,315550000,1448650000,891040000,2967430000,1045170050,309000000,90229990
Upper-middle-income countries,,1993,1815930000,939010000,489900030,864859970,327090000,1458660100,880270000,2984540200,1066720000,327970020,85870000
Upper-middle-income countries,,1994,1824050000,938980000,497610020,809950000,346029980,1460740000,847540030,3006800100,1064569900,299680000,89980000
Upper-middle-income countries,,1995,1862050000,939380100,493810000,817700000,373869980,1683870000,870200000,3048580000,1113969900,297580030,92390000
Upper-middle-income countries,,1996,1866230000,952539900,489720000,751570000,391429980,1587220000,940070000,3243710000,1146080100,221769980,96220000
Upper-middle-income countries,,1997,1788050000,946439940,485120000,788900000,418410020,1581400000,913720000,3226770000,1145520000,269910000,94510000
Upper-middle-income countries,,1998,1804299900,1010069950,480080000,718650000,435549980,1628130000,939800000,3321560000,1170330000,264420020,97430000
Upper-middle-income countries,,1999,1812240000,961040000,478240000,742950000,468599970,1452240000,958539970,3317520000,1173940000,272190000,105820000
Upper-middle-income countries,,2000,1803460000,940200000,475960030,713960000,502309980,1522359900,1058750000,3549869800,1245200000,210290000,110440000
Upper-middle-income countries,,2001,1820100000,397140060,471269980,713800000,545900000,1553670000,1084710000,3691000000,1271240000,214269980,112450000
Upper-middle-income countries,,2002,1862240000,416410000,471640000,707099970,577140030,1612150000,1123190000,3892910000,1279620000,222900000,117060000
Upper-middle-income countries,,2003,1875520000,424960130,472190000,739659970,661530050,1757950000,1175640000,4313260000,1379860000,247380000,116180000
Upper-middle-income countries,,2004,1910100000,433759870,470780000,785229950,709810000,2161910000,1291850000,4546500000,1477500000,263950020,129060000
Upper-middle-income countries,,2005,1928020000,435360060,469620000,800079940,785060000,2616820000,1343600000,4752140300,1575510000,273490000,138830000
Upper-middle-income countries,,2006,1927130000,411430000,487330000,827190000,886400000,2770649900,1413690100,5190740000,1593810000,284200000,145010000
Upper-middle-income countries,,2007,1941800100,434240000,502860000,863879940,963859900,2979800000,1488780000,5474790000,1645880000,299880000,152300000
Upper-middle-income countries,,2008,1957200000,419170020,517909980,881820000,1003800000,3128800000,1563150100,5592369700,1660850000,291730020,158440000
Upper-middle-income countries,,2009,1947370000,426870050,532120000,857450000,1078070000,3271750000,1545830000,5705300000,1626440000,291420000,153030000
Upper-middle-income countries,,2010,1986730000,438239940,548859970,868120000,1173750000,3578839800,1655710000,6263170000,1682209900,301789980,176090000
Upper-middle-income countries,,2011,1987690000,-799739900,563810000,905230000,1277310000,3766210000,1752690000,6823350300,1737890000,310710000,185120020
Upper-middle-income countries,,2012,1984910100,-795890000,576410000,910520000,1326530000,3844460000,1850390000,7003260400,1789579900,321160000,182019980
Upper-middle-income countries,,2013,1975800000,-804789950,581469950,919330050,1404470000,3878040000,1943729900,7300480500,1806799900,334290020,191950000
Upper-middle-income countries,,2014,1983429900,-780570000,603730000,948750000,1473830000,3891660000,1985910000,7200669700,1800420100,332820000,228780000
Upper-middle-income countries,,2015,1977300100,-793610000,625229950,987750000,1442560000,3775780000,2041980000,7055270000,1792350100,332180000,235690000
Upper-middle-income countries,,2016,1993450000,-342440030,637130000,1003770050,1490539900,3613000000,2080050000,7120760000,1748900000,324290020,226900000
Upper-middle-income countries,,2017,2007330000,-347850020,648560000,1054580000,1530750000,3490400000,2133139800,7449799700,1747760000,321280000,242200000
Upper-middle-income countries,,2018,1977470000,-351560000,660080000,1033910000,1586209900,3560930000,2215170000,7825409500,1782860000,297650000,253030000
Upper-middle-income countries,,2019,1975339900,-335710050,671560000,993680000,1643010000,3575529700,2217990000,8042540000,1809420000,280270000,252540000
Upper-middle-income countries,,2020,2016180000,-335960030,683050000,984080000,1710580000,3656109800,2030260000,7962540000,1716710000,272630000,163580000
Uruguay,URY,1990,23210000,-13180000,1360000,700000,259999.98,580000,1550000,530000,0,440000,380000
Uruguay,URY,1991,24260000,-13180000,1400000,690000,259999.98,600000,1650000,920000,0,470000,460000
Uruguay,URY,1992,25420000,-13180000,1440000,730000,259999.98,610000,1780000,1110000,0,500000,650000
Uruguay,URY,1993,26190000,-13180000,1480000,740000,270000,560000,2000000,640000,0,519999.97,1000000
Uruguay,URY,1994,26250000,-13180000,1520000,680000,360000,510000,2250000,129999.99,0,560000,600000
Uruguay,URY,1995,26010000,-13180000,1530000,700000,310000,519999.97,2230000,580000,0,580000,1230000
Uruguay,URY,1996,26530000,-13170000,1540000,700000,370000,690000,2370000,940000,0,630000,970000
Uruguay,URY,1997,26100000,-13170000,1560000,710000,440000,820000,2580000,720000,0,570000,900000
Uruguay,URY,1998,25430000,-13170000,1570000,750000,500000,830000,2750000,630000,0,610000,850000
Uruguay,URY,1999,25400000,-13170000,1620000,720000,490000,810000,2850000,1650000,0,600000,900000
Uruguay,URY,2000,24790000,-13160000,1680000,740000,470000,720000,2580000,730000,0,570000,1039999.94
Uruguay,URY,2001,24930000,-9920000,1670000,680000,620000,640000,2470000,340000,0,550000,1230000
Uruguay,URY,2002,25660000,-9920000,1660000,670000,620000,570000,2230000,290000,0,519999.97,1160000
Uruguay,URY,2003,26560000,-9920000,1670000,630000,650000,600000,2140000,310000,0,530000,1100000
Uruguay,URY,2004,27390000,-9920000,1750000,620000,480000,630000,2260000,1310000,10000,560000,1200000
Uruguay,URY,2005,27580000,-9920000,1760000,610000,490000,640000,2320000,1200000,10000,560000,1250000
Uruguay,URY,2006,28710000,-9920000,1780000,580000,530000,610000,2560000,2050000,10000,480000,950000
Uruguay,URY,2007,28090000,-9920000,1790000,640000,570000,670000,2740000,1300000,10000,470000,1260000
Uruguay,URY,2008,28670000,-9920000,1810000,610000,600000,750000,2790000,3080000,10000,530000,1620000
Uruguay,URY,2009,28240000,-9920000,1830000,640000,810000,700000,3010000,2640000,10000,519999.97,1820000
Uruguay,URY,2010,27150000,-9920000,1840000,660000,760000,650000,3170000,1240000,10000,519999.97,1680000
Uruguay,URY,2011,27270000,-6840000,1860000,640000,880000,720000,3310000,2320000,10000,530000,1490000
Uruguay,URY,2012,27130000,-6840000,1890000,620000,910000,710000,3350000,3290000,10000,519999.97,1190000
Uruguay,URY,2013,27200000,-6840000,1910000,640000,960000,800000,3530000,1860000,0,519999.97,950000
Uruguay,URY,2014,27450000,-6850000,1930000,600000,1030000,920000,3510000,990000,0,500000,930000
Uruguay,URY,2015,27060000,-6840000,1950000,580000,1120000,920000,3550000,1150000,0,480000,850000
Uruguay,URY,2016,27370000,-1720000,1970000,650000,1130000,1000000,3620000,860000,0,490000,770000
Uruguay,URY,2017,26930000,-1720000,1990000,580000,1230000,940000,3780000,360000,0,500000,640000
Uruguay,URY,2018,26320000,-1720000,2010000,600000,1300000,1030000,3740000,790000,0,470000,790000
Uruguay,URY,2019,26290000,-1710000,2030000,600000,1340000,960000,4290000,640000,0,410000,810000
Uruguay,URY,2020,25930000,-1710000,2050000,610000,1440000,950000,3620000,960000,0,430000,450000
Uzbekistan,UZB,1990,21710000,-770000,4750000,0,1710000,410000,7950000,47300000,21030000,63210000,0
Uzbekistan,UZB,1991,20950000,-770000,4800000,0,2240000,390000,7170000,47300000,22200000,64830000,0
Uzbekistan,UZB,1992,16660000,-760000,4870000,0,4660000,310000,5610000,48330000,20690000,57280000,0
Uzbekistan,UZB,1993,16430000,-760000,4920000,0,4250000,270000,4930000,47190000,23180000,59920000,0
Uzbekistan,UZB,1994,16580000,-760000,4960000,0,3550000,230000,4410000,41820000,27710000,59520000,0
Uzbekistan,UZB,1995,16680000,-760000,5000000,29460000,3220000,13600000,7000000,35820000,28970000,9080000,0
Uzbekistan,UZB,1996,15580000,-750000,5060000,32259998,3250000,10550000,9570000,38040000,30130000,5670000,0
Uzbekistan,UZB,1997,18060000,-750000,5130000,36310000,3150000,7830000,9710000,38330000,30660000,5210000,0
Uzbekistan,UZB,1998,17860000,-750000,5190000,40240000,3330000,15830000,13210000,41370000,32160000,2170000,0
Uzbekistan,UZB,1999,17920000,-750000,5250000,41870000,3080000,16340000,13780000,39790000,31680000,1970000,0
Uzbekistan,UZB,2000,17320000,-730000,5270000,43860000,3110000,16910000,13780000,43490000,32340000,2450000,0
Uzbekistan,UZB,2001,17150000,-11610000,5310000,44650000,3420000,17040000,14190000,43150000,34040000,2060000,0
Uzbekistan,UZB,2002,17510000,-11610000,5380000,46820000,3430000,17820000,13690000,43310000,37050000,2290000,0
Uzbekistan,UZB,2003,18070000,-11610000,5410000,44960000,3650000,17010000,12430000,40280000,36070000,1780000,0
Uzbekistan,UZB,2004,18290000,-11610000,5430000,44970000,4139999.8,16960000,12440000,43250000,36210000,1820000,0
Uzbekistan,UZB,2005,19410000,-11610000,5460000,42920000,4410000,16200001,12470000,39180000,34600000,1870000,0
Uzbekistan,UZB,2006,20430000,-11610000,5580000,44550000,4650000,16890000,13220000,43750000,36360000,2020000,0
Uzbekistan,UZB,2007,21340000,-11610000,5700000,42830000,5010000,16379999,13200000,42390000,33690000,2000000,0
Uzbekistan,UZB,2008,22410000,-11610000,5820000,44660000,5440000,17030000,13060000,44930000,36290000,2089999.9,0
Uzbekistan,UZB,2009,24070000,-11610000,5940000,39440000,5680000,15110000,12250000,42380000,31980000,1890000,0
Uzbekistan,UZB,2010,25560000,-11610000,6060000,45740000,5860000,17370000,13030000,42320000,31950000,1970000,0
Uzbekistan,UZB,2011,26840000,-3120000,6190000,46310000,5760000,17570000,12600000,44800000,30640000,2030000,0
Uzbekistan,UZB,2012,28260000,-3120000,6310000,37030000,5790000,14130000,10290000,44190000,29400000,1920000,760000
Uzbekistan,UZB,2013,29400000,-3120000,6430000,35150000,5910000,12960000,9090000,46290000,27360000,3350000,680000
Uzbekistan,UZB,2014,30670000,-3120000,6560000,30980000,6090000,11230000,8700000,46520000,24730000,2580000,470000
Uzbekistan,UZB,2015,31720000,-3120000,6680000,27740000,6530000,9970000,8200000,46290000,23820000,2120000,550000
Uzbekistan,UZB,2016,34040000,-3370000,6800000,29850000,6640000,10730000,8270000.5,47720000,24150000,3860000,540000
Uzbekistan,UZB,2017,34700000,-3370000,6920000,33009998,6890000,11870000,8940000,48590000,23860000,2600000,430000
Uzbekistan,UZB,2018,35290000,-3370000,7040000,27120000,7060000,11440000,14990000,52940000,26990000,1970000,530000
Uzbekistan,UZB,2019,35740000,-3370000,7160000,26480000,7850000,13000000,15550000,55990000,26780000,1650000,410000
Uzbekistan,UZB,2020,36100000,-3370000,7280000,31740000,8040000,11630000,16350000,44520000,25550000,6310000,340000
Vanuatu,VUT,1990,330000,0,80000,10000,0,0,40000,20000,0,0,0
Vanuatu,VUT,1991,340000,0,80000,0,0,0,40000,30000,0,0,0
Vanuatu,VUT,1992,370000,0,90000,0,0,0,30000,30000,0,0,0
Vanuatu,VUT,1993,390000,0,90000,0,0,0,30000,30000,0,0,0
Vanuatu,VUT,1994,400000,0,90000,0,0,0,30000,30000,0,0,10000
Vanuatu,VUT,1995,400000,0,90000,0,0,0,30000,30000,0,0,10000
Vanuatu,VUT,1996,400000,0,100000,0,0,0,50000,30000,0,0,10000
Vanuatu,VUT,1997,400000,0,100000,0,0,0,50000,30000,0,0,10000
Vanuatu,VUT,1998,400000,0,100000,0,0,0,50000,30000,0,0,10000
Vanuatu,VUT,1999,400000,0,100000,0,0,0,50000,40000,0,0,10000
Vanuatu,VUT,2000,370000,0,110000,0,0,0,50000,40000,0,0,10000
Vanuatu,VUT,2001,350000,0,110000,0,0,0,50000,40000,0,0,10000
Vanuatu,VUT,2002,350000,0,110000,0,0,0,40000,40000,0,0,10000
Vanuatu,VUT,2003,370000,0,110000,10000,0,0,40000,40000,0,0,30000
Vanuatu,VUT,2004,370000,0,120000,10000,0,0,20000,40000,0,0,30000
Vanuatu,VUT,2005,380000,0,120000,10000,0,0,20000,40000,0,0,30000
Vanuatu,VUT,2006,390000,0,120000,10000,0,0,20000,40000,0,0,30000
Vanuatu,VUT,2007,460000,0,120000,10000,0,0,70000,30000,0,0,30000
Vanuatu,VUT,2008,470000,0,129999.99,10000,0,0,50000,40000,0,0,30000
Vanuatu,VUT,2009,430000,0,129999.99,10000,0,0,80000,40000,0,0,30000
Vanuatu,VUT,2010,450000,0,129999.99,10000,0,0,80000,40000,0,0,30000
Vanuatu,VUT,2011,460000,0,140000,10000,0,0,90000,40000,0,0,30000
Vanuatu,VUT,2012,460000,0,140000,10000,0,0,80000,40000,0,0,30000
Vanuatu,VUT,2013,470000,0,140000,10000,0,0,80000,30000,0,0,30000
Vanuatu,VUT,2014,470000,0,150000,0,0,0,120000,40000,0,0,40000
Vanuatu,VUT,2015,420000,10000,150000,0,0,0,100000,30000,0,0,30000
Vanuatu,VUT,2016,330000,0,150000,0,0,0,110000,40000,0,0,30000
Vanuatu,VUT,2017,340000,10000,160000,0,0,0,90000,40000,0,0,40000
Vanuatu,VUT,2018,340000,0,160000,0,10000,0,129999.99,40000,0,0,40000
Vanuatu,VUT,2019,310000,0,160000,0,10000,0,120000,50000,0,0,40000
Vanuatu,VUT,2020,290000,0,170000,0,10000,0,80000,30000,0,0,30000
Venezuela,VEN,1990,31400000,145060000,6060000,5150000,9220000,23580000,29440000,36530000,150120000,20000,3600000
Venezuela,VEN,1991,32320000,145060000,6230000,4200000,9350000,25140000,31190000,32990002,165590000,10000,4220000
Venezuela,VEN,1992,32380002,145060000,6410000,5310000,9100000,22810000,30710000,36720000,165540000,170000,3960000
Venezuela,VEN,1993,31740000,145060000,6580000,4940000,8850000,25850000,32919998,37410000,167990000,330000,3940000
